#SampleID	anonymized_name	collection_timestamp	commonloungetime_hr	description	floor	geo_loc_name	host_life_stage	host_subject_id	hoursoutside	lastshower_day	plants	roomateids	roomates	sample_type	samplenum	sex	sheetwashfreq_week	surface	surfaceaggregated	surfacegroup	timepoint	washlast_day	windowsopenhours	sheetwashfreq_binned	last_shower_binned	hoursoutside_binned
12470.17.Door.Handle.3	17	2016	NA	sample of Door Handle	5	US:IL:Chicago	Not applicable	17	NA	NA	NA	NA	NA	surface	497	NA	NA	Door.Handle	Door Handle	Hand	3	NA	NA			
12470.17.Floor.2	17	2016	NA	sample of Floor	5	US:IL:Chicago	Not applicable	17	NA	NA	NA	NA	NA	surface	217	NA	NA	Floor	Floor	Floor	2	NA	NA			
12470.17.Floor.3	17	2016	NA	sample of Floor	5	US:IL:Chicago	Not applicable	17	NA	NA	NA	NA	NA	surface	496	NA	NA	Floor	Floor	Floor	3	NA	NA			
12470.17.Hand.1	17	2016	NA	sample of Hand	5	US:IL:Chicago	adult	17	NA	NA	NA	NA	NA	skin	42	NA	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.17.Hand.2	17	2016	NA	sample of Hand	5	US:IL:Chicago	adult	17	NA	NA	NA	NA	NA	skin	220	NA	NA	Hand	Hand	Hand	2	NA	NA	NA	NA	NA
12470.17.Hand.3	17	2016	NA	sample of Hand	5	US:IL:Chicago	adult	17	NA	NA	NA	NA	NA	skin	495	NA	NA	Hand	Hand	Hand	3	NA	NA	NA	NA	NA
12470.17.Shoe.2	17	2016	NA	sample of Shoe	5	US:IL:Chicago	Not applicable	17	NA	NA	NA	NA	NA	surface	222	NA	NA	Shoe	Shoe	Floor	2	NA	NA			
12470.17.Shoe.3	17	2016	NA	sample of Shoe	5	US:IL:Chicago	Not applicable	17	NA	NA	NA	NA	NA	surface	493	NA	NA	Shoe	Shoe	Floor	3	NA	NA			
12470.18.Bed.Sheet.2	18	2016	6	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	18	2	0.25	0	NA	0	surface	416	male	4	Bed.Sheet	Bed Sheet	Hand	2	28	5			
12470.18.Bed.Sheet.3	18	2016	12	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	18	8	0.58	0	NA	0	surface	552	male	7	Bed.Sheet	Bed Sheet	Hand	3	70+	2			
12470.18.Desk.2	18	2016	6	sample of Desk	7	US:IL:Chicago	Not applicable	18	2	0.25	0	NA	0	surface	420	male	4	Desk	Desk	Hand	2	28	5			
12470.18.Desk.3	18	2016	12	sample of Desk	7	US:IL:Chicago	Not applicable	18	8	0.58	0	NA	0	surface	548	male	7	Desk	Desk	Hand	3	70+	2			
12470.18.Door.Handle.2	18	2016	6	sample of Door Handle	7	US:IL:Chicago	Not applicable	18	2	0.25	0	NA	0	surface	415	male	4	Door.Handle	Door Handle	Hand	2	28	5			
12470.18.Door.Handle.3	18	2016	12	sample of Door Handle	7	US:IL:Chicago	Not applicable	18	8	0.58	0	NA	0	surface	550	male	7	Door.Handle	Door Handle	Hand	3	70+	2			
12470.18.Floor.2	18	2016	6	sample of Floor	7	US:IL:Chicago	Not applicable	18	2	0.25	0	NA	0	surface	419	male	4	Floor	Floor	Floor	2	28	5			
12470.18.Floor.3	18	2016	12	sample of Floor	7	US:IL:Chicago	Not applicable	18	8	0.58	0	NA	0	surface	547	male	7	Floor	Floor	Floor	3	70+	2			
12470.18.Hand.1	18	2016	NA	sample of Hand	7	US:IL:Chicago	adult	18	NA	NA	NA	NA	0	skin	37	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.18.Hand.2	18	2016	6	sample of Hand	7	US:IL:Chicago	adult	18	2	0.25	0	NA	0	skin	417	male	4	Hand	Hand	Hand	2	28	5	medium	recent	low
12470.18.Hand.3	18	2016	12	sample of Hand	7	US:IL:Chicago	adult	18	8	0.58	0	NA	0	skin	549	male	7	Hand	Hand	Hand	3	70+	2	low	recent	high
12470.18.Shoe.2	18	2016	6	sample of Shoe	7	US:IL:Chicago	Not applicable	18	2	0.25	0	NA	0	surface	418	male	4	Shoe	Shoe	Floor	2	28	5			
12470.18.Shoe.3	18	2016	12	sample of Shoe	7	US:IL:Chicago	Not applicable	18	8	0.58	0	NA	0	surface	551	male	7	Shoe	Shoe	Floor	3	70+	2			
12470.19.Bed.Sheet.2	19	2016	28	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	19	10	1	0	20	1	surface	140	female	2	Bed.Sheet	Bed Sheet	Hand	2	2	0			
12470.19.Bed.Sheet.3	19	2016	10	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	19	15	1	0	20	1	surface	468	female	2	Bed.Sheet	Bed Sheet	Hand	3	14	0			
12470.19.Bed.Sheet.4	19	2016	5	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	19	12	1	0	20	1	surface	595	female	4	Bed.Sheet	Bed Sheet	Hand	4	28	10			
12470.19.Desk.2	19	2016	28	sample of Desk	5	US:IL:Chicago	Not applicable	19	10	1	0	20	1	surface	100	female	2	Desk	Desk	Hand	2	2	0			
12470.19.Desk.3	19	2016	10	sample of Desk	5	US:IL:Chicago	Not applicable	19	15	1	0	20	1	surface	463	female	2	Desk	Desk	Hand	3	14	0			
12470.19.Door.Handle.2	19	2016	28	sample of Door Handle	5	US:IL:Chicago	Not applicable	19	10	1	0	20	1	surface	132	female	2	Door.Handle	Door Handle	Hand	2	2	0			
12470.19.Door.Handle.3	19	2016	10	sample of Door Handle	5	US:IL:Chicago	Not applicable	19	15	1	0	20	1	surface	464	female	2	Door.Handle	Door Handle	Hand	3	14	0			
12470.19.Floor.2	19	2016	28	sample of Floor	5	US:IL:Chicago	Not applicable	19	10	1	0	20	1	surface	108	female	2	Floor	Floor	Floor	2	2	0			
12470.19.Floor.3	19	2016	10	sample of Floor	5	US:IL:Chicago	Not applicable	19	15	1	0	20	1	surface	465	female	2	Floor	Floor	Floor	3	14	0			
12470.19.Floor.4	19	2016	5	sample of Floor	5	US:IL:Chicago	Not applicable	19	12	1	0	20	1	surface	600	female	4	Floor	Floor	Floor	4	28	10			
12470.19.Hand.1	19	2016	NA	sample of Hand	5	US:IL:Chicago	adult	19	NA	NA	NA	20	1	skin	38	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.19.Hand.2	19	2016	28	sample of Hand	5	US:IL:Chicago	adult	19	10	1	0	20	1	skin	124	female	2	Hand	Hand	Hand	2	2	0	high	recent	high
12470.19.Hand.3	19	2016	10	sample of Hand	5	US:IL:Chicago	adult	19	15	1	0	20	1	skin	466	female	2	Hand	Hand	Hand	3	14	0	high	recent	high
12470.19.Hand.4	19	2016	5	sample of Hand	5	US:IL:Chicago	adult	19	12	1	0	20	1	skin	599	female	4	Hand	Hand	Hand	4	28	10	medium	recent	high
12470.19.Shoe.2	19	2016	28	sample of Shoe	5	US:IL:Chicago	Not applicable	19	10	1	0	20	1	surface	116	female	2	Shoe	Shoe	Floor	2	2	0			
12470.19.Shoe.3	19	2016	10	sample of Shoe	5	US:IL:Chicago	Not applicable	19	15	1	0	20	1	surface	467	female	2	Shoe	Shoe	Floor	3	14	0			
12470.19.Shoe.4	19	2016	5	sample of Shoe	5	US:IL:Chicago	Not applicable	19	12	1	0	20	1	surface	596	female	4	Shoe	Shoe	Floor	4	28	10			
12470.2.Bed.Sheet.2	2	2016	NA	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	200	male	NA	Bed.Sheet	Bed Sheet	Hand	2	NA	NA			
12470.2.Bed.Sheet.3	2	2016	NA	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	280	male	NA	Bed.Sheet	Bed Sheet	Hand	3	NA	NA			
12470.2.Bed.Sheet.4	2	2016	12	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	2	4	0.21	0	NA	1	surface	307	male	2	Bed.Sheet	Bed Sheet	Hand	4	3	168			
12470.2.Desk.2	2	2016	NA	sample of Desk	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	201	male	NA	Desk	Desk	Hand	2	NA	NA			
12470.2.Desk.3	2	2016	NA	sample of Desk	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	281	male	NA	Desk	Desk	Hand	3	NA	NA			
12470.2.Door.Handle.2	2	2016	NA	sample of Door Handle	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	203	male	NA	Door.Handle	Door Handle	Hand	2	NA	NA			
12470.2.Door.Handle.3	2	2016	NA	sample of Door Handle	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	278	male	NA	Door.Handle	Door Handle	Hand	3	NA	NA			
12470.2.Door.Handle.4	2	2016	12	sample of Door Handle	8	US:IL:Chicago	Not applicable	2	4	0.21	0	NA	1	surface	308	male	2	Door.Handle	Door Handle	Hand	4	3	168			
12470.2.Floor.2	2	2016	NA	sample of Floor	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	199	male	NA	Floor	Floor	Floor	2	NA	NA			
12470.2.Floor.3	2	2016	NA	sample of Floor	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	279	male	NA	Floor	Floor	Floor	3	NA	NA			
12470.2.Floor.4	2	2016	12	sample of Floor	8	US:IL:Chicago	Not applicable	2	4	0.21	0	NA	1	surface	306	male	2	Floor	Floor	Floor	4	3	168			
12470.2.Hand.2	2	2016	NA	sample of Hand	8	US:IL:Chicago	adult	2	NA	NA	NA	NA	1	skin	202	male	NA	Hand	Hand	Hand	2	NA	NA	NA	NA	NA
12470.2.Hand.3	2	2016	NA	sample of Hand	8	US:IL:Chicago	adult	2	NA	NA	NA	NA	1	skin	277	male	NA	Hand	Hand	Hand	3	NA	NA	NA	NA	NA
12470.2.Hand.4	2	2016	12	sample of Hand	8	US:IL:Chicago	adult	2	4	0.21	0	NA	1	skin	310	male	2	Hand	Hand	Hand	4	3	168	high	recent	low
12470.2.Shoe.2	2	2016	NA	sample of Shoe	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	204	male	NA	Shoe	Shoe	Floor	2	NA	NA			
12470.2.Shoe.3	2	2016	NA	sample of Shoe	8	US:IL:Chicago	Not applicable	2	NA	NA	NA	NA	1	surface	282	male	NA	Shoe	Shoe	Floor	3	NA	NA			
12470.2.Shoe.4	2	2016	12	sample of Shoe	8	US:IL:Chicago	Not applicable	2	4	0.21	0	NA	1	surface	309	male	2	Shoe	Shoe	Floor	4	3	168			
12470.20.Bed.Sheet.2	20	2016	8	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	20	2	1.67	0	19	1	surface	196	female	3.5	Bed.Sheet	Bed Sheet	Hand	2	14	2			
12470.20.Bed.Sheet.3	20	2016	12	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	20	1	1	0	19	1	surface	492	female	3.5	Bed.Sheet	Bed Sheet	Hand	3	21	0			
12470.20.Desk.3	20	2016	12	sample of Desk	5	US:IL:Chicago	Not applicable	20	1	1	0	19	1	surface	488	female	3.5	Desk	Desk	Hand	3	21	0			
12470.20.Door.Handle.2	20	2016	8	sample of Door Handle	5	US:IL:Chicago	Not applicable	20	2	1.67	0	19	1	surface	195	female	3.5	Door.Handle	Door Handle	Hand	2	14	2			
12470.20.Door.Handle.3	20	2016	12	sample of Door Handle	5	US:IL:Chicago	Not applicable	20	1	1	0	19	1	surface	489	female	3.5	Door.Handle	Door Handle	Hand	3	21	0			
12470.20.Floor.2	20	2016	8	sample of Floor	5	US:IL:Chicago	Not applicable	20	2	1.67	0	19	1	surface	198	female	3.5	Floor	Floor	Floor	2	14	2			
12470.20.Floor.3	20	2016	12	sample of Floor	5	US:IL:Chicago	Not applicable	20	1	1	0	19	1	surface	490	female	3.5	Floor	Floor	Floor	3	21	0			
12470.20.Hand.1	20	2016	NA	sample of Hand	5	US:IL:Chicago	adult	20	NA	NA	NA	19	1	skin	56	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.20.Hand.2	20	2016	8	sample of Hand	5	US:IL:Chicago	adult	20	2	1.67	0	19	1	skin	193	female	3.5	Hand	Hand	Hand	2	14	2	medium	not_recent	low
12470.20.Hand.3	20	2016	12	sample of Hand	5	US:IL:Chicago	adult	20	1	1	0	19	1	skin	487	female	3.5	Hand	Hand	Hand	3	21	0	medium	recent	low
12470.20.Shoe.2	20	2016	8	sample of Shoe	5	US:IL:Chicago	Not applicable	20	2	1.67	0	19	1	surface	197	female	3.5	Shoe	Shoe	Floor	2	14	2			
12470.20.Shoe.3	20	2016	12	sample of Shoe	5	US:IL:Chicago	Not applicable	20	1	1	0	19	1	surface	491	female	3.5	Shoe	Shoe	Floor	3	21	0			
12470.21.Bed.Sheet.2	21	2016	0	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	21	5.5	0.38	2	NA	0	surface	570	female	2.4	Bed.Sheet	Bed Sheet	Hand	2	18	2			
12470.21.Bed.Sheet.3	21	2016	0	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	21	16	0.33	2	NA	0	surface	237	female	2	Bed.Sheet	Bed Sheet	Hand	3	1.5	0			
12470.21.Bed.Sheet.4	21	2016	0	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	21	8	0.33	2	NA	0	surface	601	female	2	Bed.Sheet	Bed Sheet	Hand	4	7	4.5			
12470.21.Desk.2	21	2016	0	sample of Desk	6	US:IL:Chicago	Not applicable	21	5.5	0.38	2	NA	0	surface	569	female	2.4	Desk	Desk	Hand	2	18	2			
12470.21.Desk.3	21	2016	0	sample of Desk	6	US:IL:Chicago	Not applicable	21	16	0.33	2	NA	0	surface	239	female	2	Desk	Desk	Hand	3	1.5	0			
12470.21.Desk.4	21	2016	0	sample of Desk	6	US:IL:Chicago	Not applicable	21	8	0.33	2	NA	0	surface	603	female	2	Desk	Desk	Hand	4	7	4.5			
12470.21.Door.Handle.2	21	2016	0	sample of Door Handle	6	US:IL:Chicago	Not applicable	21	5.5	0.38	2	NA	0	surface	567	female	2.4	Door.Handle	Door Handle	Hand	2	18	2			
12470.21.Door.Handle.3	21	2016	0	sample of Door Handle	6	US:IL:Chicago	Not applicable	21	16	0.33	2	NA	0	surface	238	female	2	Door.Handle	Door Handle	Hand	3	1.5	0			
12470.21.Door.Handle.4	21	2016	0	sample of Door Handle	6	US:IL:Chicago	Not applicable	21	8	0.33	2	NA	0	surface	606	female	2	Door.Handle	Door Handle	Hand	4	7	4.5			
12470.21.Floor.2	21	2016	0	sample of Floor	6	US:IL:Chicago	Not applicable	21	5.5	0.38	2	NA	0	surface	565	female	2.4	Floor	Floor	Floor	2	18	2			
12470.21.Floor.3	21	2016	0	sample of Floor	6	US:IL:Chicago	Not applicable	21	16	0.33	2	NA	0	surface	235	female	2	Floor	Floor	Floor	3	1.5	0			
12470.21.Floor.4	21	2016	0	sample of Floor	6	US:IL:Chicago	Not applicable	21	8	0.33	2	NA	0	surface	604	female	2	Floor	Floor	Floor	4	7	4.5			
12470.21.Hand.2	21	2016	0	sample of Hand	6	US:IL:Chicago	adult	21	5.5	0.38	2	NA	0	skin	566	female	2.4	Hand	Hand	Hand	2	18	2	medium	recent	low
12470.21.Hand.3	21	2016	0	sample of Hand	6	US:IL:Chicago	adult	21	16	0.33	2	NA	0	skin	240	female	2	Hand	Hand	Hand	3	1.5	0	high	recent	high
12470.21.Hand.4	21	2016	0	sample of Hand	6	US:IL:Chicago	adult	21	8	0.33	2	NA	0	skin	602	female	2	Hand	Hand	Hand	4	7	4.5	high	recent	high
12470.21.Shoe.2	21	2016	0	sample of Shoe	6	US:IL:Chicago	Not applicable	21	5.5	0.38	2	NA	0	surface	568	female	2.4	Shoe	Shoe	Floor	2	18	2			
12470.21.Shoe.3	21	2016	0	sample of Shoe	6	US:IL:Chicago	Not applicable	21	16	0.33	2	NA	0	surface	236	female	2	Shoe	Shoe	Floor	3	1.5	0			
12470.21.Shoe.4	21	2016	0	sample of Shoe	6	US:IL:Chicago	Not applicable	21	8	0.33	2	NA	0	surface	605	female	2	Shoe	Shoe	Floor	4	7	4.5			
12470.22.Bed.Sheet.3	22	2016	4	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	22	4	0	0	22	1	surface	461	male	5	Bed.Sheet	Bed Sheet	Hand	3	7	0			
12470.22.Desk.2	22	2016	0	sample of Desk	5	US:IL:Chicago	Not applicable	22	4	1.21	0	22	1	surface	130	male	NA	Desk	Desk	Hand	2	NA	0			
12470.22.Desk.3	22	2016	4	sample of Desk	5	US:IL:Chicago	Not applicable	22	4	0	0	22	1	surface	457	male	5	Desk	Desk	Hand	3	7	0			
12470.22.Desk.4	22	2016	2	sample of Desk	5	US:IL:Chicago	Not applicable	22	8	2.71	0	22	1	surface	613	male	NA	Desk	Desk	Hand	4	NA	0			
12470.22.Door.Handle.2	22	2016	0	sample of Door Handle	5	US:IL:Chicago	Not applicable	22	4	1.21	0	22	1	surface	122	male	NA	Door.Handle	Door Handle	Hand	2	NA	0			
12470.22.Door.Handle.3	22	2016	4	sample of Door Handle	5	US:IL:Chicago	Not applicable	22	4	0	0	22	1	surface	462	male	5	Door.Handle	Door Handle	Hand	3	7	0			
12470.22.Floor.3	22	2016	4	sample of Floor	5	US:IL:Chicago	Not applicable	22	4	0	0	22	1	surface	458	male	5	Floor	Floor	Floor	3	7	0			
12470.22.Floor.4	22	2016	2	sample of Floor	5	US:IL:Chicago	Not applicable	22	8	2.71	0	22	1	surface	607	male	NA	Floor	Floor	Floor	4	NA	0			
12470.22.Hand.1	22	2016	NA	sample of Hand	5	US:IL:Chicago	adult	22	NA	NA	NA	27	1	skin	58	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.22.Hand.3	22	2016	4	sample of Hand	5	US:IL:Chicago	adult	22	4	0	0	22	1	skin	459	male	5	Hand	Hand	Hand	3	7	0	medium	recent	low
12470.22.Hand.4	22	2016	2	sample of Hand	5	US:IL:Chicago	adult	22	8	2.71	0	22	1	skin	612	male	NA	Hand	Hand	Hand	4	NA	0	NA	not_recent	high
12470.22.Shoe.2	22	2016	0	sample of Shoe	5	US:IL:Chicago	Not applicable	22	4	1.21	0	22	1	surface	114	male	NA	Shoe	Shoe	Floor	2	NA	0			
12470.22.Shoe.3	22	2016	4	sample of Shoe	5	US:IL:Chicago	Not applicable	22	4	0	0	22	1	surface	460	male	5	Shoe	Shoe	Floor	3	7	0			
12470.23.Bed.Sheet.2	23	2016	NA	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	504	male	NA	Bed.Sheet	Bed Sheet	Hand	2	NA	NA			
12470.23.Bed.Sheet.3	23	2016	5	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	23	12	0.33	0	NA	0	surface	168	male	NA	Bed.Sheet	Bed Sheet	Hand	3	1	0			
12470.23.Desk.2	23	2016	NA	sample of Desk	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	501	male	NA	Desk	Desk	Hand	2	NA	NA			
12470.23.Desk.3	23	2016	5	sample of Desk	8	US:IL:Chicago	Not applicable	23	12	0.33	0	NA	0	surface	184	male	NA	Desk	Desk	Hand	3	1	0			
12470.23.Desk.4	23	2016	NA	sample of Desk	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	614	male	NA	Desk	Desk	Hand	4	NA	NA			
12470.23.Door.Handle.2	23	2016	NA	sample of Door Handle	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	502	male	NA	Door.Handle	Door Handle	Hand	2	NA	NA			
12470.23.Door.Handle.3	23	2016	5	sample of Door Handle	8	US:IL:Chicago	Not applicable	23	12	0.33	0	NA	0	surface	152	male	NA	Door.Handle	Door Handle	Hand	3	1	0			
12470.23.Door.Handle.4	23	2016	NA	sample of Door Handle	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	617	male	NA	Door.Handle	Door Handle	Hand	4	NA	NA			
12470.23.Floor.2	23	2016	NA	sample of Floor	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	503	male	NA	Floor	Floor	Floor	2	NA	NA			
12470.23.Floor.3	23	2016	5	sample of Floor	8	US:IL:Chicago	Not applicable	23	12	0.33	0	NA	0	surface	192	male	NA	Floor	Floor	Floor	3	1	0			
12470.23.Floor.4	23	2016	NA	sample of Floor	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	616	male	NA	Floor	Floor	Floor	4	NA	NA			
12470.23.Hand.1	23	2016	NA	sample of Hand	8	US:IL:Chicago	adult	23	NA	NA	NA	NA	0	skin	60	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.23.Hand.2	23	2016	NA	sample of Hand	8	US:IL:Chicago	adult	23	NA	NA	NA	NA	0	skin	499	male	NA	Hand	Hand	Hand	2	NA	NA	NA	NA	NA
12470.23.Hand.3	23	2016	5	sample of Hand	8	US:IL:Chicago	adult	23	12	0.33	0	NA	0	skin	176	male	NA	Hand	Hand	Hand	3	1	0	NA	recent	high
12470.23.Hand.4	23	2016	NA	sample of Hand	8	US:IL:Chicago	adult	23	NA	NA	NA	NA	0	skin	615	male	NA	Hand	Hand	Hand	4	NA	NA	NA	NA	NA
12470.23.Shoe.2	23	2016	NA	sample of Shoe	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	500	male	NA	Shoe	Shoe	Floor	2	NA	NA			
12470.23.Shoe.4	23	2016	NA	sample of Shoe	8	US:IL:Chicago	Not applicable	23	NA	NA	NA	NA	0	surface	618	male	NA	Shoe	Shoe	Floor	4	NA	NA			
12470.24.Bed.Sheet.2	24	2016	12	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	24	6	0.5	0	NA	0	surface	173	male	2	Bed.Sheet	Bed Sheet	Hand	2	0	8			
12470.24.Bed.Sheet.3	24	2016	12	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	24	3	0.5	0	NA	0	surface	214	male	2	Bed.Sheet	Bed Sheet	Hand	3	21	0			
12470.24.Desk.2	24	2016	12	sample of Desk	8	US:IL:Chicago	Not applicable	24	6	0.5	0	NA	0	surface	189	male	2	Desk	Desk	Hand	2	0	8			
12470.24.Desk.3	24	2016	12	sample of Desk	8	US:IL:Chicago	Not applicable	24	3	0.5	0	NA	0	surface	215	male	2	Desk	Desk	Hand	3	21	0			
12470.24.Door.Handle.2	24	2016	12	sample of Door Handle	8	US:IL:Chicago	Not applicable	24	6	0.5	0	NA	0	surface	157	male	2	Door.Handle	Door Handle	Hand	2	0	8			
12470.24.Door.Handle.3	24	2016	12	sample of Door Handle	8	US:IL:Chicago	Not applicable	24	3	0.5	0	NA	0	surface	216	male	2	Door.Handle	Door Handle	Hand	3	21	0			
12470.24.Floor.3	24	2016	12	sample of Floor	8	US:IL:Chicago	Not applicable	24	3	0.5	0	NA	0	surface	213	male	2	Floor	Floor	Floor	3	21	0			
12470.24.Hand.1	24	2016	NA	sample of Hand	8	US:IL:Chicago	adult	24	NA	NA	NA	NA	0	skin	59	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.24.Hand.3	24	2016	12	sample of Hand	8	US:IL:Chicago	adult	24	3	0.5	0	NA	0	skin	211	male	2	Hand	Hand	Hand	3	21	0	high	recent	low
12470.24.Shoe.2	24	2016	12	sample of Shoe	8	US:IL:Chicago	Not applicable	24	6	0.5	0	NA	0	surface	181	male	2	Shoe	Shoe	Floor	2	0	8			
12470.24.Shoe.3	24	2016	12	sample of Shoe	8	US:IL:Chicago	Not applicable	24	3	0.5	0	NA	0	surface	212	male	2	Shoe	Shoe	Floor	3	21	0			
12470.25.Bed.Sheet.2	25	2016	4	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	25	16	1.5	0	Outside Study	1	surface	179	female	3	Bed.Sheet	Bed Sheet	Hand	2	15	0			
12470.25.Bed.Sheet.4	25	2016	10	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	25	3.5	0.08	0	Outside Study	1	surface	621	female	4	Bed.Sheet	Bed Sheet	Hand	4	7	168			
12470.25.Desk.3	25	2016	14	sample of Desk	7	US:IL:Chicago	Not applicable	25	6	1.5	0	Outside Study	1	surface	412	female	4	Desk	Desk	Hand	3	21	0			
12470.25.Desk.4	25	2016	10	sample of Desk	7	US:IL:Chicago	Not applicable	25	3.5	0.08	0	Outside Study	1	surface	620	female	4	Desk	Desk	Hand	4	7	168			
12470.25.Door.Handle.3	25	2016	14	sample of Door Handle	7	US:IL:Chicago	Not applicable	25	6	1.5	0	Outside Study	1	surface	414	female	4	Door.Handle	Door Handle	Hand	3	21	0			
12470.25.Door.Handle.4	25	2016	10	sample of Door Handle	7	US:IL:Chicago	Not applicable	25	3.5	0.08	0	Outside Study	1	surface	622	female	4	Door.Handle	Door Handle	Hand	4	7	168			
12470.25.Floor.3	25	2016	14	sample of Floor	7	US:IL:Chicago	Not applicable	25	6	1.5	0	Outside Study	1	surface	409	female	4	Floor	Floor	Floor	3	21	0			
12470.25.Floor.4	25	2016	10	sample of Floor	7	US:IL:Chicago	Not applicable	25	3.5	0.08	0	Outside Study	1	surface	624	female	4	Floor	Floor	Floor	4	7	168			
12470.25.Hand.1	25	2016	NA	sample of Hand	7	US:IL:Chicago	adult	25	NA	NA	NA	Outside Study	1	skin	16	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.25.Hand.2	25	2016	4	sample of Hand	7	US:IL:Chicago	adult	25	16	1.5	0	Outside Study	1	skin	171	female	3	Hand	Hand	Hand	2	15	0	medium	not_recent	high
12470.25.Hand.3	25	2016	14	sample of Hand	7	US:IL:Chicago	adult	25	6	1.5	0	Outside Study	1	skin	410	female	4	Hand	Hand	Hand	3	21	0	medium	not_recent	high
12470.25.Hand.4	25	2016	10	sample of Hand	7	US:IL:Chicago	adult	25	3.5	0.08	0	Outside Study	1	skin	623	female	4	Hand	Hand	Hand	4	7	168	medium	recent	low
12470.25.Shoe.2	25	2016	4	sample of Shoe	7	US:IL:Chicago	Not applicable	25	16	1.5	0	Outside Study	1	surface	187	female	3	Shoe	Shoe	Floor	2	15	0			
12470.25.Shoe.3	25	2016	14	sample of Shoe	7	US:IL:Chicago	Not applicable	25	6	1.5	0	Outside Study	1	surface	413	female	4	Shoe	Shoe	Floor	3	21	0			
12470.25.Shoe.4	25	2016	10	sample of Shoe	7	US:IL:Chicago	Not applicable	25	3.5	0.08	0	Outside Study	1	surface	619	female	4	Shoe	Shoe	Floor	4	7	168			
12470.26.Bed.Sheet.2	26	2016	2	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	26	6	0.67	0	NA	0	surface	262	male	8	Bed.Sheet	Bed Sheet	Hand	2	60	168			
12470.26.Bed.Sheet.3	26	2016	3	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	26	8	0.13	0	NA	0	surface	473	male	8	Bed.Sheet	Bed Sheet	Hand	3	28	168			
12470.26.Bed.Sheet.4	26	2016	3	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	26	10	0.5	0	NA	0	surface	630	male	10	Bed.Sheet	Bed Sheet	Hand	4	90+	168			
12470.26.Desk.2	26	2016	2	sample of Desk	5	US:IL:Chicago	Not applicable	26	6	0.67	0	NA	0	surface	259	male	8	Desk	Desk	Hand	2	60	168			
12470.26.Desk.3	26	2016	3	sample of Desk	5	US:IL:Chicago	Not applicable	26	8	0.13	0	NA	0	surface	469	male	8	Desk	Desk	Hand	3	28	168			
12470.26.Desk.4	26	2016	3	sample of Desk	5	US:IL:Chicago	Not applicable	26	10	0.5	0	NA	0	surface	626	male	10	Desk	Desk	Hand	4	90+	168			
